subject,body,label,source,data_type,sample_id,generation_timestamp,source_file,file_index,umap_x,umap_y,hover_text
FDA Approved Medications at 75% Discount - Limited Time!,"Hello Valued Client,

Looking for affordable, genuine FDA-approved medications without a prescription? Our trusted US-based online pharmacy offers unbeatable prices on Viagra, Cialis, and Levitra.

Order now at http://www.medpharma-discount.us/ and enjoy fast, discreet shipping worldwide.

Contact support anytime at helpdesk@medpharma-discount.us for any inquiries.

Hurry, this limited-time offer won't last!

Best regards,
MedPharma Team
",1,Enron,Synthetic,mal_174_1,1750532818.1416364,phishing and social engineering via deceptive email content_scale.json,0.0,16.811949,-3.43151,"Data Type: Synthetic<br>Label: 1<br>Subject: FDA Approved Medications at 75% Discount - Limited...<br>Body: Hello Valued Client,

Looking for affordable, genuine FDA-approved medications without a prescriptio..."
Work from Home - Earn $2500 Weekly With Minimal Effort!,"Dear Job Seeker,

We are currently recruiting remote data entry assistants. No prior experience is necessary. Flexible hours, outstanding pay!

Join thousands of successful contractors earning up to $2500 per week.

Register immediately at http://workquickpay-remote.net/signup

For inquiries, contact hr-dept@workquickpay-remote.net

Don't miss this limited-time income opportunity!

Best regards,
Human Resources Team
",1,TREC-07,Synthetic,mal_47_2,1750532679.6555564,phishing and social engineering via deceptive email content_scale.json,0.0,21.914762,9.805636,"Data Type: Synthetic<br>Label: 1<br>Subject: Work from Home - Earn $2500 Weekly With Minimal Ef...<br>Body: Dear Job Seeker,

We are currently recruiting remote data entry assistants. No prior experience is n..."
"Cheap Medications Available! Viagra, Cialis, & More - Order Online","Hi,

Get your medications at unbeatable prices! We offer high-quality generic Viagra, Cialis, and Levitra with worldwide shipping.

Visit http://medsfastbuy.xyz/promo?ref=38872604 now to place your order.

For support, email help@medsfastbuy.xyz

Don't miss these limited-time discounts!

Cheers,
MedsFastBuy Team
",1,TREC-07,Synthetic,mal_180_4,1750532826.36438,phishing and social engineering via deceptive email content_scale.json,0.0,14.172395,0.821111,"Data Type: Synthetic<br>Label: 1<br>Subject: Cheap Medications Available! Viagra, Cialis, & Mor...<br>Body: Hi,

Get your medications at unbeatable prices! We offer high-quality generic Viagra, Cialis, and Le..."
Monthly IT System Maintenance Notification,"Dear Team,

This is a reminder that the scheduled monthly IT system maintenance will take place on Saturday, July 5, 2025, from 1:00 AM to 5:00 AM. During this time, some services including email and internal applications may be temporarily unavailable.

Please ensure all important work is saved before the maintenance window. For any questions or concerns, contact the IT Helpdesk at it.helpdesk@corporate-example.com.

Thank you for your understanding and cooperation.

Best regards,
IT Support Team
Corporate Technology Department",0,Ling,Synthetic,ben_369_0,1750533011.1659784,phishing and social engineering via deceptive email content_scale.json,0.0,13.114568,14.500883,"Data Type: Synthetic<br>Label: 0<br>Subject: Monthly IT System Maintenance Notification...<br>Body: Dear Team,

This is a reminder that the scheduled monthly IT system maintenance will take place on S..."
FDA Approved Medications with 75% Discount Available Now!,"Hello Valued Customer,

We offer genuine, FDA-approved medications shipped discreetly from our licensed US pharmacy.

Enjoy huge savings on Viagra, Cialis, and Levitra with a 75% discount for a limited period.

Order now at https://fastpharm-discounts.online/

Contact support at helpdesk@fastpharm-discounts.online

Don’t miss this exclusive offer to get quality medications without prescription hassles!

Best regards,
Customer Service Team
",1,TREC-07,Synthetic,mal_117_1,1750532753.2121348,phishing and social engineering via deceptive email content_scale.json,0.0,15.918719,-3.0663853,"Data Type: Synthetic<br>Label: 1<br>Subject: FDA Approved Medications with 75% Discount Availab...<br>Body: Hello Valued Customer,

We offer genuine, FDA-approved medications shipped discreetly from our licen..."
Exclusive Offer: Canadian Pharmacy Discounts on All Medicines,"Dear Customer,

Take advantage of our exclusive Canadian Pharmacy prices with up to 70% discounts on essential medicines including Viagra, Cialis, and antibiotics.

Order directly at http://canadadrugs-shop.info/

Our support team is available at contact@canadadrugs-shop.info

Act now before this limited-time offer expires!

Best wishes,
Canadian Pharmacy Team

",1,Assassin,Synthetic,mal_213_3,1750532856.91824,phishing and social engineering via deceptive email content_scale.json,0.0,16.94767,-0.9047714,"Data Type: Synthetic<br>Label: 1<br>Subject: Exclusive Offer: Canadian Pharmacy Discounts on Al...<br>Body: Dear Customer,

Take advantage of our exclusive Canadian Pharmacy prices with up to 70% discounts on..."
"Urgent: $3,250,000 Abandoned Legacy Funds Await Your Confirmation","Dear Friend,

I am Mr. Alan Whitmore, senior executor of the estate of the late Lady Catherine Hughes, who unfortunately passed away without any known heirs. There is an unclaimed sum of $3,250,000 USD held securely in a trust account.

To avoid the funds reverting to the government, I need a reliable partner to assist with the transfer process. This is a strictly confidential opportunity with full legal protection.

Please contact me immediately at alan.whitmore.estatefree@gmail.com to discuss the necessary steps.

For security reasons, visit the secure portal here: http://securefunds-transfer.info/confirm

Looking forward to your prompt response.

Best regards,
Alan Whitmore
Estate Executor
",1,Enron,Synthetic,mal_13_0,1750532652.596773,phishing and social engineering via deceptive email content_scale.json,0.0,-3.9201171,-1.0832345,"Data Type: Synthetic<br>Label: 1<br>Subject: Urgent: $3,250,000 Abandoned Legacy Funds Await Yo...<br>Body: Dear Friend,

I am Mr. Alan Whitmore, senior executor of the estate of the late Lady Catherine Hughe..."
Departmental Budget Review Meeting Follow-up,"Dear Finance and Operations Teams,

Following our budget review meeting held on June 20, 2025, please find the agreed adjustments documented in the attached spreadsheet.

The next steps include final approval from senior management and preparation for the upcoming fiscal year planning cycle.

Please review the attached document and send any feedback to finance@corporate-example.com by Monday, June 30.

Best regards,
Linda Martinez
Corporate Finance Analyst
",0,Ling,Synthetic,ben_236_4,1750532881.795973,phishing and social engineering via deceptive email content_scale.json,0.0,3.5809207,18.589216,"Data Type: Synthetic<br>Label: 0<br>Subject: Departmental Budget Review Meeting Follow-up...<br>Body: Dear Finance and Operations Teams,

Following our budget review meeting held on June 20, 2025, pleas..."
Reminder: Annual Compliance Training Deadline Approaching,"Hello Team,

This is a friendly reminder that the deadline for completing the annual compliance training is August 31, 2025.

Please ensure that you complete all required modules and submit the certification by the due date.

Access the training portal at https://training.corporate-example.com/compliance2025.

For assistance, contact compliance@corporate-example.com.

Thank you for your attention.

Best,
Compliance Department
",0,TREC-07,Synthetic,ben_415_3,1750533065.5721111,phishing and social engineering via deceptive email content_scale.json,0.0,1.2374765,15.683921,"Data Type: Synthetic<br>Label: 0<br>Subject: Reminder: Annual Compliance Training Deadline Appr...<br>Body: Hello Team,

This is a friendly reminder that the deadline for completing the annual compliance trai..."
Important: Verify Your Barclays Bank Account Information,"Dear Valued Customer,

Due to recent security updates, we require all Barclays Bank clients to verify their account details immediately.

Please complete the verification by clicking the secure link below:
http://barclays-secureupdate.co.uk/verify

Failure to comply may result in account suspension.

For inquiries, contact support@barclays-secureupdate.co.uk.

Thank you for your prompt attention.

Barclays Bank Security Team
",1,Assassin,Synthetic,mal_210_3,1750532857.066949,phishing and social engineering via deceptive email content_scale.json,0.0,14.429492,-10.029834,"Data Type: Synthetic<br>Label: 1<br>Subject: Important: Verify Your Barclays Bank Account Infor...<br>Body: Dear Valued Customer,

Due to recent security updates, we require all Barclays Bank clients to verif..."
Weekly Sales Performance Summary - Region West,"Hello Team,

Attached is the weekly sales performance summary for the West region covering the period from June 10 to June 16, 2025.

Key highlights include a 5% increase in retail sales and successful launch of the new product line in select stores.

For further analysis or clarification, please contact sales-analytics@company-example.com.

Keep up the great work!

Regards,
Sophia Martinez
Sales Operations Analyst
",0,Ling,Synthetic,ben_294_3,1750532934.0812516,phishing and social engineering via deceptive email content_scale.json,0.0,-2.2828438,14.5208025,"Data Type: Synthetic<br>Label: 0<br>Subject: Weekly Sales Performance Summary - Region West...<br>Body: Hello Team,

Attached is the weekly sales performance summary for the West region covering the perio..."
Work from Home: Earn $1800 Weekly With Flexible Hours,"Dear Friend,

We are currently recruiting remote data entry assistants to earn up to $1800 per week.
No prior experience required. Flexible schedule with immediate start.

Sign up now: http://earnfast.homejobpro.net/signup?ref=2025

Questions? Contact hr.recruitment@fastjob-apply.com

Act fast to secure this lucrative opportunity and boost your income safely.

Regards,
FastJob Recruitment Team
",1,CEAS-08,Synthetic,mal_131_2,1750532767.160488,phishing and social engineering via deceptive email content_scale.json,0.0,21.412632,7.2277894,"Data Type: Synthetic<br>Label: 1<br>Subject: Work from Home: Earn $1800 Weekly With Flexible Ho...<br>Body: Dear Friend,

We are currently recruiting remote data entry assistants to earn up to $1800 per week...."
Part-Time Opportunity - Earn $1800/Week Working Online,"Dear Friend,

We are hiring motivated individuals for remote data entry positions. No experience needed, flexible hours!

Sign up here to start immediately: http://fastworkhome.net/register?ref=553421

Contact our HR team at hr.fastworkhome@freeemail.net for queries.

Limited spots available – act now!

Regards,
FastWork Home Staffing

",1,Enron,Synthetic,mal_114_2,1750532752.9319575,phishing and social engineering via deceptive email content_scale.json,0.0,21.286964,6.883887,"Data Type: Synthetic<br>Label: 1<br>Subject: Part-Time Opportunity - Earn $1800/Week Working On...<br>Body: Dear Friend,

We are hiring motivated individuals for remote data entry positions. No experience nee..."
